meter_ts,plant_code,kwh
2024-03-07 11:00:00,STL-003,1139.1
2024-03-07 11:00:00,STL-004,1130.1
2024-03-07 12:00:00,STL-001,1094.9
2024-03-07 12:00:00,STL-002,1146.6
2024-03-07 12:00:00,STL-003,1312.2
2024-03-07 12:00:00,STL-004,1110.2
2024-03-07 13:00:00,STL-001,1168.6
2024-03-07 13:00:00,STL-002,1198.1
2024-03-07 13:00:00,STL-003,1252.6
2024-03-07 13:00:00,STL-004,1101.5
2024-03-07 14:00:00,STL-001,1030.5
2024-03-07 14:00:00,STL-002,1025.7
2024-03-07 14:00:00,STL-003,1058.3
2024-03-07 14:00:00,STL-004,1068.3
2024-03-07 15:00:00,STL-001,1047.2
2024-03-07 15:00:00,STL-002,1026.9
2024-03-07 15:00:00,STL-003,1031.6
2024-03-07 15:00:00,STL-004,868.2
2024-03-07 16:00:00,STL-001,761.4
2024-03-07 16:00:00,STL-002,875.2
2024-03-07 16:00:00,STL-003,906.5
2024-03-07 16:00:00,STL-004,835.5
2024-03-07 17:00:00,STL-001,765.3
2024-03-07 17:00:00,STL-002,677.0
2024-03-07 17:00:00,STL-003,735.8
2024-03-07 17:00:00,STL-004,816.4
2024-03-07 18:00:00,STL-001,766.9
2024-03-07 18:00:00,STL-002,771.2
2024-03-07 18:00:00,STL-003,788.0
2024-03-07 18:00:00,STL-004,683.8
2024-03-07 19:00:00,STL-001,693.3
2024-03-07 19:00:00,STL-002,700.2
2024-03-07 19:00:00,STL-003,755.5
2024-03-07 19:00:00,STL-004,779.5
2024-03-07 20:00:00,STL-001,914.2
2024-03-07 20:00:00,STL-002,877.3
2024-03-07 20:00:00,STL-003,864.8
2024-03-07 20:00:00,STL-004,884.5
2024-03-07 21:00:00,STL-001,951.8
2024-03-07 21:00:00,STL-002,969.9
2024-03-07 21:00:00,STL-003,871.6
2024-03-07 21:00:00,STL-004,1014.2
2024-03-07 22:00:00,STL-001,1022.2
2024-03-07 22:00:00,STL-002,1170.7
2024-03-07 22:00:00,STL-003,1111.4
2024-03-07 22:00:00,STL-004,1037.6
2024-03-07 23:00:00,STL-001,1081.0
2024-03-07 23:00:00,STL-002,1109.9
2024-03-07 23:00:00,STL-003,1199.7
2024-03-07 23:00:00,STL-004,1214.2
