meter_ts,plant_code,kwh
2024-03-14 11:00:00,STL-003,1080.5
2024-03-14 11:00:00,STL-004,1159.0
2024-03-14 12:00:00,STL-001,1292.4
2024-03-14 12:00:00,STL-002,1137.1
2024-03-14 12:00:00,STL-003,1126.0
2024-03-14 12:00:00,STL-004,1152.4
2024-03-14 13:00:00,STL-001,1215.3
2024-03-14 13:00:00,STL-002,1248.1
2024-03-14 13:00:00,STL-003,1087.2
2024-03-14 13:00:00,STL-004,1087.5
2024-03-14 14:00:00,STL-001,1025.5
2024-03-14 14:00:00,STL-002,1042.5
2024-03-14 14:00:00,STL-003,1084.8
2024-03-14 14:00:00,STL-004,1006.8
2024-03-14 15:00:00,STL-001,927.0
2024-03-14 15:00:00,STL-002,900.3
2024-03-14 15:00:00,STL-003,1051.2
2024-03-14 15:00:00,STL-004,1003.9
2024-03-14 16:00:00,STL-001,773.1
2024-03-14 16:00:00,STL-002,917.7
2024-03-14 16:00:00,STL-003,773.1
2024-03-14 16:00:00,STL-004,820.6
2024-03-14 17:00:00,STL-001,824.9
2024-03-14 17:00:00,STL-002,796.5
2024-03-14 17:00:00,STL-003,787.2
2024-03-14 17:00:00,STL-004,742.4
2024-03-14 18:00:00,STL-001,676.3
2024-03-14 18:00:00,STL-002,739.9
2024-03-14 18:00:00,STL-003,663.4
2024-03-14 18:00:00,STL-004,677.7
2024-03-14 19:00:00,STL-001,735.4
2024-03-14 19:00:00,STL-002,682.0
2024-03-14 19:00:00,STL-003,737.0
2024-03-14 19:00:00,STL-004,795.9
2024-03-14 20:00:00,STL-001,872.5
2024-03-14 20:00:00,STL-002,840.1
2024-03-14 20:00:00,STL-003,862.2
2024-03-14 20:00:00,STL-004,833.8
2024-03-14 21:00:00,STL-001,891.2
2024-03-14 21:00:00,STL-002,979.9
2024-03-14 21:00:00,STL-003,941.7
2024-03-14 21:00:00,STL-004,1006.3
2024-03-14 22:00:00,STL-001,1168.1
2024-03-14 22:00:00,STL-002,1064.9
2024-03-14 22:00:00,STL-003,1096.0
2024-03-14 22:00:00,STL-004,1133.8
2024-03-14 23:00:00,STL-001,1149.4
2024-03-14 23:00:00,STL-002,1104.4
2024-03-14 23:00:00,STL-003,1219.7
2024-03-14 23:00:00,STL-004,1256.6
